"","Country","Status","HIV.AIDS","Income.composition.of.resources","Adult.Mortality","under.five.deaths","thinness.5.9.years","Diphtheria","Schooling","Life.expectancy","continent","class"
"1532","Lithuania",1,0.1,0.792,24,0,3.1,94,16.3,71.6,"Europe",1
"1533","Lithuania",1,0.1,0.78,22,0,3.2,94,15.8,71.6,"Europe",1
"1534","Lithuania",1,0.1,0.77,22,0,3.3,95,15.3,71.4,"Europe",1
"1535","Lithuania",1,0.1,0.757,21,0,3.3,95,14.7,71.2,"Europe",1
"1536","Lithuania",1,0.1,0.745,12,0,3.4,94,14,71.6,"Europe",1
"1537","Luxembourg",1,0.1,0.894,63,0,0.9,99,13.9,82,"Europe",1
"1538","Luxembourg",1,0.1,0.892,65,0,0.9,99,13.9,81.7,"Europe",1
"1539","Luxembourg",1,0.1,0.892,68,0,0.9,99,13.9,81.4,"Europe",1
"1540","Luxembourg",1,0.1,0.892,12,0,0.9,99,13.9,81.1,"Europe",1
"1541","Luxembourg",1,0.1,0.894,72,0,0.9,99,13.9,82.09,"Europe",1
"1542","Luxembourg",1,0.1,0.884,73,0,0.9,99,13.7,82.09,"Europe",1
"1543","Luxembourg",1,0.1,0.888,76,0,0.9,99,13.5,82.09,"Europe",1
"1544","Luxembourg",1,0.1,0.887,12,0,0.9,99,13.5,80,"Europe",1
"1545","Luxembourg",1,0.1,0.877,82,0,0.9,99,13.5,79.7,"Europe",1
"1546","Luxembourg",1,0.1,0.88,85,0,0.9,99,13.5,79.4,"Europe",1
"1547","Luxembourg",1,0.1,0.874,12,0,0.9,99,13.5,78.8,"Europe",1
"1548","Luxembourg",1,0.1,0.867,92,0,0.9,99,13.5,78.7,"Europe",1
"1549","Luxembourg",1,0.1,0.865,92,0,0.9,98,13.6,78.6,"Europe",1
"1550","Luxembourg",1,0.1,0.86,95,0,0.9,99,13.5,78.3,"Europe",1
"1551","Luxembourg",1,0.1,0.854,96,0,1,99,13.4,78,"Europe",1
"1552","Luxembourg",1,0.1,0.848,98,0,1,99,13.5,77.8,"Europe",1
"1553","Madagascar",0,0.3,0.511,22,38,7.1,69,10.3,65.5,"Africa",0
"1554","Madagascar",0,0.3,0.509,225,39,7.1,73,10.3,65.1,"Africa",0
"1555","Madagascar",0,0.4,0.508,23,40,7.2,74,10.3,64.7,"Africa",0
"1556","Madagascar",0,0.4,0.506,235,42,7.3,65,10.2,64.3,"Africa",0
"1557","Madagascar",0,0.4,0.504,241,43,7.4,73,10.2,63.8,"Africa",0
"1558","Madagascar",0,0.5,0.503,248,45,7.5,65,10.2,63.3,"Africa",0
"1559","Madagascar",0,0.5,0.5,254,47,7.6,77,9.7,62.8,"Africa",0
"1560","Madagascar",0,0.5,0.491,259,49,7.7,77,9.4,62.3,"Africa",0
"1561","Madagascar",0,0.6,0.483,261,51,7.8,84,9.1,61.9,"Africa",0
"1562","Madagascar",0,0.6,0.478,263,54,7.9,85,9,61.4,"Africa",0
"1563","Madagascar",0,0.6,0.473,265,56,8,85,8.9,69,"Africa",0
"1569","Malawi",0,1,0.473,365,38,6.2,88,10.8,58.3,"Africa",0
"1570","Malawi",0,1,0.466,377,40,6.3,91,10.7,57.6,"Africa",0
"1571","Malawi",0,1,0.459,383,42,6.4,89,10.7,56.7,"Africa",0
"1572","Malawi",0,1,0.454,42,46,6.5,96,10.7,55.3,"Africa",0
"1573","Malawi",0,1,0.444,383,50,6.6,97,10.6,54.1,"Africa",0
"1575","Malawi",0,1,0.415,383,56,6.8,93,9.9,52.6,"Africa",0
"1576","Malawi",0,1,0.4,383,58,6.9,91,9.6,52.6,"Africa",0
"1577","Malawi",0,1,0.387,383,59,7,87,9.7,52.6,"Africa",0
"1578","Malawi",0,1,0.377,383,61,7.1,99,9.6,52.6,"Africa",0
"1579","Malawi",0,1,0.371,66,62,7.2,93,9.7,52.6,"Africa",0
"1581","Malawi",0,1,0.362,383,70,7.5,84,10.3,52.6,"Africa",0
"1582","Malawi",0,1,0.388,67,75,7.6,65,10.4,52.6,"Africa",0
"1583","Malawi",0,1,0.387,383,80,7.7,65,10.1,52.6,"Africa",0
"1584","Malawi",0,1,0.391,383,80,7.9,75,10.7,52.6,"Africa",0
"1586","Malaysia",0,0.1,0.783,126,4,7.4,97,13,74.8,"Asia",1
"1587","Malaysia",0,0.1,0.779,128,4,7.6,97,12.9,74.6,"Asia",1
"1590","Malaysia",0,0.1,0.764,131,4,8,96,12.8,74.1,"Asia",1
"1591","Malaysia",0,0.1,0.756,131,4,8.2,97,12.6,74,"Asia",1
"1592","Malaysia",0,0.1,0.747,132,4,8.3,97,12.5,73.8,"Asia",1
"1593","Malaysia",0,0.1,0.736,133,4,8.5,97,12.3,73.7,"Asia",1
"1594","Malaysia",0,0.1,0.732,134,4,8.6,95,12.7,73.6,"Asia",1
"1597","Malaysia",0,0.1,0.724,138,4,9.1,96,12.1,73.1,"Asia",1
"1598","Malaysia",0,0.1,0.723,14,4,9.3,94,12,72.9,"Asia",1
"1601","Maldives",0,0.1,0.701,61,0,11.3,99,12.7,78.5,"Asia",1
"1602","Maldives",0,0.1,0.693,62,0,11.3,99,12.7,78.2,"Asia",1
"1603","Maldives",0,0.1,0.683,64,0,11.3,99,12.4,77.9,"Asia",1
"1604","Maldives",0,0.1,0.675,65,0,11.3,99,12.1,77.6,"Asia",1
"1605","Maldives",0,0.1,0.663,67,0,11.3,96,11.8,77.3,"Asia",1
"1606","Maldives",0,0.1,0.653,73,0,11.3,96,11.6,76.7,"Asia",1
"1607","Maldives",0,0.1,0.651,75,0,11.3,98,11.8,76.3,"Asia",1
"1608","Maldives",0,0.1,0.641,81,0,11.3,98,11.8,75.9,"Asia",1
"1609","Maldives",0,0.1,0.632,82,0,11.3,98,11.9,75.4,"Asia",1
"1610","Maldives",0,0.1,0.622,88,0,11.3,98,12,75,"Asia",1
"1612","Maldives",0,0.1,0.617,16,0,11.3,96,12.2,73.4,"Asia",1
"1613","Maldives",0,0.1,0.601,112,0,11.3,98,11.8,72.7,"Asia",1
"1614","Maldives",0,0.1,0.597,124,0,11.3,98,12,71.8,"Asia",1
"1615","Maldives",0,0.1,0.587,129,0,11.3,98,11.8,78,"Asia",1
"1616","Maldives",0,0.1,0.577,139,0,11.3,98,11.3,69.6,"Asia",0
"1617","Mali",0,1,0.438,266,80,7.5,65,8.4,58.2,"Africa",0
"1618","Mali",0,1,0.43,272,80,7.7,73,8.2,57.8,"Africa",0
"1619","Mali",0,1,0.421,275,80,7.9,69,8,57.3,"Africa",0
"1620","Mali",0,1,0.411,27,80,8.1,66,7.7,57.2,"Africa",0
"1621","Mali",0,1,0.404,271,80,8.3,66,7.5,56.8,"Africa",0
"1624","Mali",0,1,0.36,278,80,9,74,6.8,55.5,"Africa",0
"1625","Mali",0,1,0.363,282,80,9.3,74,6.8,55,"Africa",0
"1626","Mali",0,1,0.35,288,80,9.5,78,6.8,54.3,"Africa",0
"1627","Mali",0,1,0.338,29,80,9.7,77,6.8,53.6,"Africa",0
"1628","Mali",0,1,0.333,296,80,1,69,6.8,52.8,"Africa",0
"1629","Mali",0,1,0.318,299,80,1.2,65,6.8,52.6,"Africa",0
"1630","Mali",0,1,0.308,31,80,1.5,65,6.8,52.6,"Africa",0
"1633","Malta",1,0.1,0.853,54,0,0.8,97,14.6,81.7,"Europe",1
"1634","Malta",1,0.1,0.847,55,0,0.8,99,14.3,81.4,"Europe",1
"1635","Malta",1,0.1,0.828,57,0,0.7,99,14.2,81.1,"Europe",1
"1636","Malta",1,0.1,0.821,58,0,0.7,99,14.1,81,"Europe",1
"1637","Malta",1,0.1,0.826,59,0,0.7,96,14.8,82.09,"Europe",1
"1638","Malta",1,0.1,0.819,62,0,0.7,76,14.6,82.09,"Europe",1
"1639","Malta",1,0.1,0.815,63,0,0.7,73,14.4,82,"Europe",1
"1640","Malta",1,0.1,0.813,64,0,0.7,72,14.6,80,"Europe",1
"1641","Malta",1,0.1,0.808,65,0,0.7,74,14.4,79.6,"Europe",1
"1642","Malta",1,0.1,0.809,66,0,0.7,85,14.8,79.3,"Europe",1
"1643","Malta",1,0.1,0.805,67,0,0.7,92,14.8,79,"Europe",1
"1644","Malta",1,0.1,0.797,69,0,0.7,89,14.2,78.7,"Europe",1
"1645","Malta",1,0.1,0.79,71,0,0.7,94,13.8,78.5,"Europe",1
"1646","Malta",1,0.1,0.786,75,0,0.7,95,13.8,78.2,"Europe",1
"1647","Malta",1,0.1,0.783,79,0,0.7,95,13.7,77.8,"Europe",1
"1648","Malta",1,0.1,0.779,12,0,0.7,94,13.8,77.5,"Europe",1
"1649","Mauritania",0,0.9,0.513,25,12,7.5,73,8.5,63.1,"Africa",0
"1650","Mauritania",0,0.9,0.509,26,12,7.7,84,8.5,63,"Africa",0
"1651","Mauritania",0,1,0.501,28,12,7.9,65,8.2,62.7,"Africa",0
"1652","Mauritania",0,1,0.491,29,12,8.1,65,7.8,62.5,"Africa",0
"1653","Mauritania",0,1,0.487,212,12,8.3,75,7.7,62.2,"Africa",0
"1655","Mauritania",0,1,0.476,215,12,8.7,65,7.1,61.7,"Africa",0
"1656","Mauritania",0,1,0.475,217,12,8.9,74,7.2,61.4,"Africa",0
"1657","Mauritania",0,1,0.475,219,12,9.1,75,7.4,61.2,"Africa",0
"1658","Mauritania",0,1,0.466,221,12,9.4,68,7.2,69,"Africa",0
"1659","Mauritania",0,1,0.461,223,12,9.6,71,7.2,66,"Africa",0
"1662","Mauritania",0,1,0.446,228,12,1.3,89,6.8,62,"Africa",0
"1664","Mauritania",0,1,0.443,23,11,1.7,65,6.8,60,"Africa",0
"1665","Mauritius",0,0.1,0.779,146,0,6.8,97,15.2,74.6,"Africa",1
"1666","Mauritius",0,0.1,0.769,148,0,6.9,97,14.7,74.2,"Africa",1
"1667","Mauritius",0,0.1,0.765,147,0,7,98,14.7,74.1,"Africa",1
"1668","Mauritius",0,0.1,0.756,154,0,7,98,14.3,73.9,"Africa",1
"1669","Mauritius",0,0.1,0.748,158,0,7.1,98,14.1,73.6,"Africa",1
"1670","Mauritius",0,0.2,0.74,163,0,7.2,99,14,73.3,"Africa",1
"1671","Mauritius",0,0.1,0.734,166,0,7.3,99,13.8,72.8,"Africa",1
"1672","Mauritius",0,0.1,0.728,166,0,7.3,99,13.6,72.7,"Africa",1
"1673","Mauritius",0,0.1,0.72,161,0,7.4,97,13.5,72.9,"Africa",1
"1674","Mauritius",0,0.1,0.713,165,0,7.5,97,13.4,71.8,"Africa",1
"1675","Mauritius",0,0.1,0.704,168,0,7.6,97,13,72.1,"Africa",1
"1676","Mauritius",0,0.1,0.696,168,0,7.7,98,12.8,71.9,"Africa",1
"1677","Mauritius",0,0.1,0.687,174,0,7.8,99,12.6,71.5,"Africa",1
"1678","Mauritius",0,0.1,0.683,179,0,7.9,88,12.5,71.5,"Africa",1
"1679","Mauritius",0,0.1,0.673,177,0,8,92,12.2,71.5,"Africa",1
"1680","Mauritius",0,0.1,0.667,177,0,8.1,88,12.1,71,"Africa",1
"1681","Mexico",0,0.1,0.758,122,35,1.5,87,13.3,76.7,"Americas",1
"1682","Mexico",0,0.1,0.754,122,36,1.5,87,13.1,76.6,"Americas",1
"1683","Mexico",0,0.1,0.753,12,37,1.5,83,12.9,76.6,"Americas",1
"1684","Mexico",0,0.1,0.748,123,38,1.5,99,12.7,76.3,"Americas",1
"1685","Mexico",0,0.1,0.745,124,39,1.6,97,12.6,76.1,"Americas",1
"1686","Mexico",0,0.1,0.739,127,40,1.6,95,12.5,75.6,"Americas",1
"1687","Mexico",0,0.1,0.738,13,42,1.6,95,12.5,75.7,"Americas",1
"1688","Mexico",0,0.1,0.735,127,43,1.6,96,12.3,75.6,"Americas",1
"1689","Mexico",0,0.1,0.731,123,45,1.7,98,12.3,76,"Americas",1
"1690","Mexico",0,0.1,0.723,125,47,1.7,98,12.2,75.8,"Americas",1
"1691","Mexico",0,0.1,0.719,126,49,1.7,98,12.2,75.3,"Americas",1
"1692","Mexico",0,0.1,0.714,124,52,1.8,98,12.1,75.4,"Americas",1
"1693","Mexico",0,0.1,0.708,127,55,1.8,98,11.9,75,"Americas",1
"1694","Mexico",0,0.1,0.703,127,58,1.8,97,11.6,75,"Americas",1
"1695","Mexico",0,0.1,0.7,126,62,1.9,97,11.6,75,"Americas",1
"1696","Mexico",0,0.1,0.694,129,66,1.9,97,11.4,74.8,"Americas",1
"1697","Micronesia (Federated States of)",0,0.1,0.637,166,0,0.5,72,11.7,69.4,"Oceania",0
"1698","Micronesia (Federated States of)",0,0.1,0.639,164,0,0.5,77,11.7,69.4,"Oceania",0
"1699","Micronesia (Federated States of)",0,0.1,0.641,166,0,0.5,81,11.7,69.2,"Oceania",0
"1700","Micronesia (Federated States of)",0,0.1,0.64,168,0,0.5,81,11.7,69,"Oceania",0
"1701","Micronesia (Federated States of)",0,0.1,0.638,169,0,0.5,84,11.7,68.9,"Oceania",0
"1702","Micronesia (Federated States of)",0,0.1,0.633,171,0,0.5,85,11.5,68.7,"Oceania",0
"1703","Micronesia (Federated States of)",0,0.1,0.629,172,0,0.5,91,11.4,68.5,"Oceania",0
"1704","Micronesia (Federated States of)",0,0.1,0.628,174,0,0.5,85,11.2,68.4,"Oceania",0
"1705","Micronesia (Federated States of)",0,0.1,0.625,175,0,0.5,79,11,68.2,"Oceania",0
"1706","Micronesia (Federated States of)",0,0.1,0.622,176,0,0.5,67,10.9,68,"Oceania",0
"1707","Micronesia (Federated States of)",0,0.1,0.617,178,0,0.5,94,10.7,67.9,"Oceania",0
"1708","Micronesia (Federated States of)",0,0.1,0.616,179,0,0.5,78,10.5,67.7,"Oceania",0
"1709","Micronesia (Federated States of)",0,0.1,0.612,18,0,0.5,92,10.4,67.5,"Oceania",0
"1710","Micronesia (Federated States of)",0,0.1,0.608,21,0,0.5,84,10.2,66.2,"Oceania",0
"1711","Micronesia (Federated States of)",0,0.1,0.604,183,0,0.5,75,10.1,67.2,"Oceania",0
"1712","Micronesia (Federated States of)",0,0.1,0.286,185,0,0.5,85,6.8,67,"Oceania",0
"1714","Mongolia",0,0.1,0.729,225,1,2.3,99,14.8,68.4,"Asia",0
"1715","Mongolia",0,0.1,0.72,227,1,2.3,98,14.7,68.1,"Asia",0
"1716","Mongolia",0,0.1,0.712,231,2,2.3,99,14.7,67.8,"Asia",0
"1717","Mongolia",0,0.1,0.701,235,2,2.3,99,14.6,67.3,"Asia",0
"1718","Mongolia",0,0.1,0.693,25,2,2.3,96,14.3,66.3,"Asia",0
"1719","Mongolia",0,0.1,0.686,235,2,2.3,95,13.8,66.9,"Asia",0
"1720","Mongolia",0,0.1,0.673,225,2,2.3,96,13.4,67.4,"Asia",0
"1721","Mongolia",0,0.1,0.661,26,2,2.4,95,13,65.9,"Asia",0
"1722","Mongolia",0,0.1,0.649,271,2,2.4,99,12.7,65,"Asia",0
"1723","Mongolia",0,0.1,0.637,274,2,2.4,99,11.8,64.5,"Asia",0
"1724","Mongolia",0,0.1,0.621,284,2,2.4,99,11.2,64,"Asia",0
"1725","Mongolia",0,0.1,0.609,271,2,2.5,98,10.5,64,"Asia",0
"1728","Mongolia",0,0.1,0.582,274,3,2.6,94,8.9,62.8,"Asia",0
"1729","Montenegro",0,0.1,0.804,16,0,1.8,89,15.1,76.1,"Europe",1
"1730","Montenegro",0,0.1,0.803,17,0,1.9,91,15.1,75.9,"Europe",1
"1731","Montenegro",0,0.1,0.799,19,0,1.9,94,15.1,75.8,"Europe",1
"1732","Montenegro",0,0.1,0.797,12,0,1.9,94,15.1,75.6,"Europe",1
"1733","Montenegro",0,0.1,0.792,113,0,2,95,15.1,75.4,"Europe",1
"1734","Montenegro",0,0.1,0.787,115,0,2,94,15,75.3,"Europe",1
"1735","Montenegro",0,0.1,0.785,117,0,2.1,92,14.6,75,"Europe",1
"1736","Montenegro",0,0.1,0.774,121,0,2.1,95,14.2,74.6,"Europe",1
"1737","Montenegro",0,0.1,0.762,125,0,2.2,92,13.6,74.2,"Europe",1
"1738","Montenegro",0,0.1,0.751,13,0,2.2,65,13.2,73.8,"Europe",1
"1739","Montenegro",0,0.1,0.746,133,0,2.3,93,12.8,73.6,"Europe",1
"1740","Montenegro",0,0.1,0.74,134,0,2.4,89,12.6,73.5,"Europe",1
"1741","Montenegro",0,0.1,0.286,134,0,2.4,91,6.8,73.5,"Europe",1
"1742","Montenegro",0,0.1,0.286,136,0,2.5,88,6.8,73.4,"Europe",1
"1743","Montenegro",0,0.1,0.286,136,0,2.6,89,6.8,73.3,"Europe",1
"1744","Montenegro",0,0.1,0.286,144,0,2.7,86,6.8,73,"Europe",1
"1745","Morocco",0,0.1,0.645,95,20,6.2,99,12.1,74.3,"Africa",1
"1746","Morocco",0,0.1,0.64,96,21,6.2,99,12.1,74.1,"Africa",1
"1747","Morocco",0,0.1,0.634,97,21,6.2,99,12.1,73.9,"Africa",1
"1748","Morocco",0,0.1,0.623,99,22,6.2,99,11.6,73.6,"Africa",1
"1749","Morocco",0,0.1,0.612,14,22,6.2,99,11.2,73.3,"Africa",1
"1750","Morocco",0,0.1,0.603,12,23,6.2,99,10.7,72.8,"Africa",1
"1751","Morocco",0,0.1,0.596,116,23,6.2,99,10.5,72.3,"Africa",1
"1755","Morocco",0,0.1,0.569,137,26,6.3,98,9.8,77,"Africa",1
"1761","Mozambique",0,1,0.414,355,80,3.5,65,9.1,57.6,"Africa",0
"1762","Mozambique",0,1,0.409,375,80,3.5,79,9.1,56.7,"Africa",0
"1763","Mozambique",0,1,0.405,46,80,3.5,78,9.1,55.3,"Africa",0
"1764","Mozambique",0,1,0.4,48,80,3.5,76,9.2,54.8,"Africa",0
"1765","Mozambique",0,1,0.397,47,80,3.6,76,9.5,54.3,"Africa",0
"1767","Mozambique",0,1,0.382,12,80,3.6,74,9.2,53.8,"Africa",0
"1768","Mozambique",0,1,0.372,45,80,3.7,75,8.8,53.2,"Africa",0
"1769","Mozambique",0,1,0.36,383,80,3.7,75,8.2,52.6,"Africa",0
"1770","Mozambique",0,1,0.353,383,80,3.7,78,7.9,52.6,"Africa",0
"1777","Myanmar",0,0.3,0.552,199,50,11.3,89,9.1,66.6,"Asia",0
"1778","Myanmar",0,0.3,0.547,21,52,11.3,88,9.1,66.4,"Asia",0
"1782","Myanmar",0,0.5,0.515,29,65,11.3,65,8.8,65.4,"Asia",0
"1783","Myanmar",0,0.6,0.504,211,69,11.3,65,8.5,65.2,"Asia",0
"1784","Myanmar",0,0.6,0.493,296,80,11.3,85,8.2,59.2,"Asia",0
"1786","Myanmar",0,0.6,0.474,22,80,11.3,82,8,64.2,"Asia",0
"1787","Myanmar",0,0.5,0.465,224,80,11.3,73,7.9,63.9,"Asia",0
"1789","Myanmar",0,0.5,0.445,231,80,11.3,78,7.7,63.2,"Asia",0
"1790","Myanmar",0,0.4,0.435,235,80,11.3,79,7.6,62.8,"Asia",0
"1792","Myanmar",0,0.4,0.417,243,80,11.3,82,7.5,62.1,"Asia",0
"1793","Namibia",0,1,0.637,248,3,8.1,92,11.7,65.8,"Africa",0
"1794","Namibia",0,1,0.632,242,3,8.5,88,11.7,65.9,"Africa",0
"1796","Namibia",0,1,0.619,232,4,9.4,84,11.5,65.8,"Africa",0
"1797","Namibia",0,1,0.612,268,4,9.9,82,11.5,64.3,"Africa",0
"1800","Namibia",0,1,0.589,317,4,11.3,83,11.3,61.7,"Africa",0
"1801","Namibia",0,1,0.578,356,4,11.3,86,11.3,60,"Africa",0
"1802","Namibia",0,1,0.57,383,4,11.3,86,11.4,57,"Africa",0
"1803","Namibia",0,1,0.565,383,4,11.3,86,11.6,55.1,"Africa",0
"1804","Namibia",0,1,0.559,383,4,11.3,81,11.7,54.7,"Africa",0
"1805","Namibia",0,1,0.554,383,4,11.3,79,11.7,55,"Africa",0
"1807","Namibia",0,1,0.556,383,4,11.3,78,11.7,56.5,"Africa",0
"1808","Namibia",0,1,0.559,41,4,11.3,79,11.5,57.4,"Africa",0
"1814","Nepal",0,0.2,0.515,178,30,11.3,82,11.1,68,"Asia",0
"1815","Nepal",0,0.2,0.502,183,32,11.3,89,10.5,67.5,"Asia",0
"1825","Netherlands",1,0.1,0.894,57,1,0.9,95,16.99,81.9,"Europe",1
"1826","Netherlands",1,0.1,0.894,58,1,0.9,96,16.99,81.7,"Europe",1
"1828","Netherlands",1,0.1,0.894,62,1,0.9,97,16.99,81.1,"Europe",1
"1829","Netherlands",1,0.1,0.894,63,1,0.9,97,16.99,81.1,"Europe",1
"1830","Netherlands",1,0.1,0.894,64,1,0.9,97,16.99,82.09,"Europe",1
"1831","Netherlands",1,0.1,0.894,65,1,0.9,97,16.9,82.09,"Europe",1
"1832","Netherlands",1,0.1,0.894,68,1,0.9,97,16.8,82.09,"Europe",1
"1833","Netherlands",1,0.1,0.894,68,1,1,97,16.6,82,"Europe",1
"1834","Netherlands",1,0.1,0.893,71,1,1,96,16.5,79.8,"Europe",1
"1835","Netherlands",1,0.1,0.888,72,1,1,96,16.4,79.4,"Europe",1
"1836","Netherlands",1,0.1,0.885,77,1,1,98,16.5,79.2,"Europe",1
"1837","Netherlands",1,0.1,0.881,12,1,1,98,16.5,78.7,"Europe",1
"1838","Netherlands",1,0.1,0.882,81,1,1,97,16.9,78.4,"Europe",1
"1839","Netherlands",1,0.1,0.878,82,1,1.1,97,16.7,78.3,"Europe",1
"1841","New Zealand",1,0.1,0.894,66,0,0.5,92,16.99,81.6,"Oceania",1
"1842","New Zealand",1,0.1,0.894,67,0,0.5,93,16.99,81.5,"Oceania",1
"1843","New Zealand",1,0.1,0.894,69,0,0.5,92,16.99,81.3,"Oceania",1
"1844","New Zealand",1,0.1,0.894,12,0,0.5,93,16.99,81.1,"Oceania",1
"1845","New Zealand",1,0.1,0.894,72,0,0.5,95,16.99,82.09,"Oceania",1
"1846","New Zealand",1,0.1,0.894,71,0,0.5,93,16.99,82.09,"Oceania",1
"1847","New Zealand",1,0.1,0.894,73,0,0.5,92,16.99,82.09,"Oceania",1
"1848","New Zealand",1,0.1,0.894,75,0,0.5,89,16.99,81,"Oceania",1
"1849","New Zealand",1,0.1,0.891,76,0,0.5,88,16.99,81,"Oceania",1
"1850","New Zealand",1,0.1,0.888,76,0,0.5,89,16.99,79.9,"Oceania",1
"1851","New Zealand",1,0.1,0.886,78,0,0.5,89,16.99,79.9,"Oceania",1
"1852","New Zealand",1,0.1,0.884,79,0,0.5,89,16.99,79.2,"Oceania",1
"1853","New Zealand",1,0.1,0.881,82,0,0.5,65,16.99,79.1,"Oceania",1
"1854","New Zealand",1,0.1,0.873,83,0,0.5,65,16.99,78.7,"Oceania",1
"1855","New Zealand",1,0.1,0.868,83,0,0.5,65,16.99,78.5,"Oceania",1
"1856","New Zealand",1,0.1,0.864,87,0,0.5,65,16.99,78.6,"Oceania",1
"1857","Nicaragua",0,0.1,0.642,145,2,1.7,98,11.7,74.8,"Americas",1
"1858","Nicaragua",0,0.1,0.636,148,3,1.7,98,11.6,74.5,"Americas",1
"1859","Nicaragua",0,0.1,0.63,157,3,1.7,98,11.5,73.9,"Americas",1
"1860","Nicaragua",0,0.1,0.625,157,3,1.7,98,11.5,73.9,"Americas",1
"1861","Nicaragua",0,0.1,0.62,147,3,1.8,98,11.5,74.5,"Americas",1
"1862","Nicaragua",0,0.1,0.614,154,3,1.8,98,11.4,73.2,"Americas",1
"1863","Nicaragua",0,0.2,0.613,163,3,1.8,98,11.3,73.2,"Americas",1
"1864","Nicaragua",0,0.2,0.607,169,3,1.8,97,11.1,72.5,"Americas",1
"1865","Nicaragua",0,0.2,0.601,173,4,1.9,93,11,72.5,"Americas",1
"1866","Nicaragua",0,0.3,0.597,17,4,1.9,88,11,73,"Americas",1
"1867","Nicaragua",0,0.3,0.592,194,4,1.9,86,11,71.2,"Americas",1
"1868","Nicaragua",0,0.3,0.587,194,4,2,79,11,71,"Americas",1
"1869","Nicaragua",0,0.3,0.583,198,5,2,86,11,76,"Americas",1
"1870","Nicaragua",0,0.4,0.577,197,5,2.1,85,10.7,75,"Americas",1
"1871","Nicaragua",0,0.4,0.57,193,5,2.1,87,10.4,73,"Americas",1
"1872","Nicaragua",0,0.4,0.562,192,5,2.1,83,10.1,73,"Americas",1
"1876","Niger",0,0.7,0.331,232,80,1.1,71,6.8,63,"Africa",0
"1877","Niger",0,0.7,0.323,241,80,1.3,75,6.8,59.4,"Africa",0
"1878","Niger",0,0.9,0.312,252,80,1.6,65,6.8,58.2,"Africa",0
"1879","Niger",0,1,0.307,263,80,1.8,71,6.8,57.1,"Africa",0
"1881","Niger",0,1,0.293,276,80,11.3,65,6.8,55.2,"Africa",0
"1882","Niger",0,1,0.286,277,80,11.3,65,6.8,54.5,"Africa",0
"1898","Nigeria",0,1,0.466,383,80,11.3,65,9,52.6,"Africa",0
"1905","Norway",1,0.1,0.894,59,0,0.7,95,16.99,81.8,"Europe",1
"1906","Norway",1,0.1,0.894,61,0,0.7,93,16.99,81.6,"Europe",1
"1907","Norway",1,0.1,0.894,62,0,0.7,94,16.99,81.5,"Europe",1
"1908","Norway",1,0.1,0.894,61,0,0.7,95,16.99,81.3,"Europe",1
"1909","Norway",1,0.1,0.894,67,0,0.7,94,16.99,81.1,"Europe",1
"1910","Norway",1,0.1,0.894,66,0,0.7,93,16.99,81,"Europe",1
"1911","Norway",1,0.1,0.894,67,0,0.7,94,16.99,82.09,"Europe",1
"1912","Norway",1,0.1,0.894,67,0,0.7,94,16.99,82.09,"Europe",1
"1913","Norway",1,0.1,0.894,67,0,0.7,93,16.99,82.09,"Europe",1
"1914","Norway",1,0.1,0.894,12,0,0.7,94,16.99,82.09,"Europe",1
"1915","Norway",1,0.1,0.894,73,0,0.7,91,16.99,81,"Europe",1
"1916","Norway",1,0.1,0.894,77,0,0.7,92,16.99,79.8,"Europe",1
"1917","Norway",1,0.1,0.894,78,0,0.7,92,16.99,79.4,"Europe",1
"1918","Norway",1,0.1,0.894,81,0,0.7,93,16.99,78.9,"Europe",1
"1919","Norway",1,0.1,0.894,82,0,0.7,91,16.99,78.8,"Europe",1
"1920","Norway",1,0.1,0.894,85,0,0.7,65,16.99,78.5,"Europe",1
"1921","Oman",0,0.1,0.795,99,1,6.9,99,13.7,76.6,"Asia",1
"1922","Oman",0,0.1,0.796,12,1,6.9,99,13.7,76.4,"Asia",1
"1923","Oman",0,0.1,0.796,12,1,6.8,98,13.7,76.2,"Asia",1
"1924","Oman",0,0.1,0.797,14,1,6.8,98,13.7,76,"Asia",1
"1925","Oman",0,0.1,0.797,15,1,6.8,99,13.6,75.8,"Asia",1
"1926","Oman",0,0.1,0.797,16,1,6.8,99,13.5,75.6,"Asia",1
"1927","Oman",0,0.1,0.782,18,1,6.8,98,12.4,75.4,"Asia",1
"1928","Oman",0,0.1,0.765,19,1,6.8,99,11.9,75.2,"Asia",1
"1929","Oman",0,0.1,0.753,113,1,6.8,99,11.5,74.9,"Asia",1
"1930","Oman",0,0.1,0.748,115,1,6.8,98,11.6,74.7,"Asia",1
"1931","Oman",0,0.1,0.742,118,1,6.8,99,11.5,74.3,"Asia",1
"1932","Oman",0,0.1,0.734,122,1,6.8,99,11.5,74,"Asia",1
"1933","Oman",0,0.1,0.725,127,1,6.8,99,11.2,73.6,"Asia",1
"1934","Oman",0,0.1,0.716,13,1,6.8,99,11,73.3,"Asia",1
"1935","Oman",0,0.1,0.705,134,1,6.9,99,10.7,72.9,"Asia",1
"1936","Oman",0,0.1,0.286,138,1,6.9,99,10.4,72.6,"Asia",1
"1937","Pakistan",0,0.1,0.548,161,80,11.3,72,8.1,66.4,"Asia",0
"1943","Pakistan",0,0.1,0.514,175,80,2.9,71,7.3,64.8,"Asia",0
"1953","Panama",0,0.1,0.785,118,1,1.8,73,13,77.8,"Americas",1
